id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3781,HARBORSIDE-Walk to subway,4804,Frank,,East Boston,42.36413,-71.02991,Entire home/apt,125,32,21,2021-07-25,0.29,1,153,4,
5506,** Private! Minutes to center!**,8229,Terry,,Roxbury,42.32981,-71.09559,Entire home/apt,124,3,108,2021-07-19,0.90,10,46,1,Approved by the government
6695,Home Away from Home! Condo,8229,Terry,,Roxbury,42.32994,-71.09351,Entire home/apt,169,3,115,2019-11-02,1.33,10,62,0,STR446650
8789,Curved Glass Studio/1bd facing Park,26988,Anne,,Downtown,42.35919,-71.06265,Entire home/apt,110,91,25,2019-09-30,0.30,5,310,0,
10730,Bright 1bed facing Golden Dome,26988,Anne,,Downtown,42.3584,-71.06185,Entire home/apt,100,91,32,2020-04-16,0.40,5,277,0,
10813,"Back Bay Apt-blocks to subway, Newbury St, The Pru",38997,Michelle,,Back Bay,42.35061,-71.08787,Entire home/apt,116,29,5,2020-12-02,0.16,11,329,1,
10986,North End (Waterfront area)  CLOSE TO MGH & SUBWAY,38997,Michelle,,North End,42.36352,-71.05075,Entire home/apt,106,33,2,2016-05-23,0.03,11,323,0,
13247,Back Bay studio apartment,51637,Susan,,Back Bay,42.35164,-71.08752,Entire home/apt,75,91,0,,,2,0,0,
16384,Small Room in Cambridge Kendall MIT,23078,Eric,,Beacon Hill,42.3581,-71.07132,Private room,50,91,0,,,1,365,0,
18711,The Dorset Redline | 3BR 1BA | Short walk to Redline for Mass General and UMass!,71783,Lance,,Dorchester,42.32212,-71.06096,Entire home/apt,111,30,52,2019-10-05,0.96,27,274,0,
22354,COPLEY SQ...19TH C.TWNHSE SUNNY RM,85770,Robert,,South End,42.34496,-71.07486,Private room,148,29,316,2019-11-04,3.06,4,90,0,STR-410426
29765,"Luxury suite, Moroccan furnishings",128280,Elizabeth,,Charlestown,42.37754,-71.06642,Entire home/apt,226,2,96,2021-08-09,0.72,1,27,3,STR-454024
40601,Private room & bath - Jamaica Plain,174986,Robert,,Jamaica Plain,42.3151,-71.11108,Private room,100,10,82,2021-08-31,0.72,1,172,5,STR-408632
45987,Gorgeous Garden Studio Charlestown,205107,Atef,,Charlestown,42.37404,-71.06118,Entire home/apt,125,29,131,2021-09-06,0.97,1,8,1,STR-409822
47521,Beautiful big Victorian House/A,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,55,91,331,2019-04-13,2.48,6,365,0,
60029,Room in geographical heart of Hub,255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,80,7,142,2021-08-28,1.24,5,133,1,STR-415714
67774,Corner 1 bed facing Golden Dome,26988,Anne,,Beacon Hill,42.35867,-71.06332,Entire home/apt,93,91,46,2021-08-18,0.99,5,292,2,
69369,Entire two-bedroom apartment near Longwood,255183,Michelle,,Roxbury,42.32546,-71.08894,Entire home/apt,100,28,120,2019-11-09,0.98,5,144,0,STR-415714
77681,Waterfall Room: Bunker Hill B&B,416912,Christiane,,Charlestown,42.37853,-71.06177,Private room,140,2,55,2021-08-27,2.37,1,344,1,STR-415924
77691,Beautiful Victorian House,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,300,91,282,2019-05-26,2.92,6,109,0,
163941,2 bed Duplex ApT! Location!,8229,Terry,,Roxbury,42.32965,-71.09503,Entire home/apt,232,3,230,2021-08-26,2.33,10,71,2,STR446659
179244,Beautiful room with private bath,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,65,91,93,2018-08-03,0.81,6,291,0,
179245,Room in Beautiful Townhouse /F,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,60,91,47,2019-05-26,0.41,6,227,0,STR-457920
182613,Great 2BR in Boston near everything w free parking,875739,Max,,Charlestown,42.37739,-71.06044,Entire home/apt,199,91,108,2021-05-05,1.46,1,12,2,
190170,In-Law Suite w/Room to Spare :-),841314,Fanny & Candice,,Dorchester,42.31039,-71.06907,Entire home/apt,49,7,73,2021-01-16,1.92,1,159,3,STR-384505
197727,"Great Boston neighborhood , Jamaica Plain",964356,Jill,,Jamaica Plain,42.3132,-71.11832,Private room,60,30,50,2021-08-14,0.46,1,89,6,C0245420351
197972,Serene Studio in a Perfect Location,965697,Chris & Kristina,,Jamaica Plain,42.31732,-71.10834,Entire home/apt,138,3,410,2021-08-28,3.73,2,28,22,STR-409453
205894,Beautiful Victorian House/Room B,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,60,91,204,2019-05-26,1.77,6,364,0,
210097,Treetop Haven in the City,1035747,Maria Elena,,Jamaica Plain,42.31864,-71.10641,Entire home/apt,102,3,219,2021-09-02,2.43,1,238,24,STR-414064
220676,Private room off the Freedom Trail.,1144302,Howard,,North End,42.36539,-71.05438,Private room,150,3,256,2021-09-13,2.32,1,40,5,STR-396046
257588,BOSTON LUXURY FOR LESS!! NEAR BCEC,1355344,Meri,,South Boston,42.33066,-71.03984,Entire home/apt,261,2,364,2021-08-30,3.76,1,221,32,STR-411297
315982,Beautiful Two BR & Two Bathroom Townhouse,119019,Hermina,,Dorchester,42.29871,-71.05954,Entire home/apt,165,91,114,2019-08-11,1.04,6,290,0,
400067,Private Room in Spacious Apartment1,1997048,ToRena,,Dorchester,42.30088,-71.0819,Private room,60,91,24,2019-08-21,0.24,4,363,0,
447826,"Sweet Little House in JP, Boston",2053557,Hilary,,Jamaica Plain,42.31658,-71.11012,Private room,71,3,325,2021-09-04,3.27,1,227,12,STR-389085
496022,"Private Floor, Private Bath, City Location",1956464,Maria,,Jamaica Plain,42.3092,-71.11836,Private room,173,91,16,2016-06-26,0.19,1,0,0,
507525,"Great location, sunny 1-bedroom!",2501324,Guy,,Bay Village,42.34914,-71.06781,Entire home/apt,65,180,9,2013-07-01,0.09,1,0,0,
526970,BACK BAY/COPLEY FIRST FLOOR ROOM,85770,Robert,,South End,42.34523,-71.07282,Private room,148,29,175,2019-10-31,2.69,4,90,0,STR-410426
530983,The Grand View Redline | 5BR 2BA | Victorian Home near Boston Medical and Mass General!,71783,Lance,,Dorchester,42.31368,-71.0612,Entire home/apt,179,30,67,2019-10-29,1.08,27,50,0,
533152,The Penthouse w/Central AC | 2BR 1BA w/En-Suite HdTV's! | Short walk to the Redline for UMass and Mass General!,71783,Lance,,Dorchester,42.32212,-71.06096,Entire home/apt,101,30,57,2021-06-27,1.04,27,316,1,
561769,The Sky View w/AC | 3BR 1BA w/En-Suite HdTV's | Short Walk to Redline for Mass General and Boston Medical!,71783,Lance,,Dorchester,42.31371,-71.06126,Entire home/apt,101,30,62,2021-05-16,0.71,27,293,3,
568234,Your Private Garden Oasis - In the City!,2796082,Margaret,,Jamaica Plain,42.3036,-71.10539,Private room,121,1,283,2021-09-04,2.53,2,328,11,STR-438964
570493,"2 Bedrms, 2 Priv Bath&Priv Entrance",914630,Bill,,Dorchester,42.28847,-71.05477,Private room,225,3,94,2019-10-27,0.97,1,80,0,STR-416760
583255,"Boston Beauty, Walk to C and B line",306407,Valery,,Brighton,42.34171,-71.14851,Entire home/apt,149,91,12,2017-07-05,0.11,1,0,0,
601763,"The Alameda 2 w/AC | 2BR 1BA w/En-Suite HdTV's | Short walk to train, shops and near Faulkner!",71783,Lance,,West Roxbury,42.29192,-71.15407,Entire home/apt,103,30,39,2021-08-14,0.77,27,188,1,
611081,Houseboat in Boston Harbor,3029783,Deborah,,Charlestown,42.37579,-71.04981,Entire home/apt,284,2,48,2021-08-29,1.26,2,333,11,STR-416892
619142,Getaway in Historic Charlestown,501427,Joe,,Charlestown,42.37808,-71.06343,Entire home/apt,175,91,168,2019-10-18,1.95,1,365,0,
646087,1 Bed in Charming Southie Townhouse near BCEC,3236611,Ingrid,,South Boston,42.33477,-71.04995,Private room,190,1,7,2017-09-28,0.20,1,168,0,STR-398090
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,,Charlestown,42.37755,-71.0628,Entire home/apt,200,2,374,2020-01-13,3.46,1,259,0,STR-401905
743211,Unique Find: At Home in the City!,2796082,Margaret,,Jamaica Plain,42.30702,-71.11283,Entire home/apt,571,29,70,2020-10-05,0.94,2,328,1,STR-438964
743759,AVAILABLE NOW: Private room & shared bath,7969,Carolyn,,Roslindale,42.29424,-71.13183,Private room,25,91,5,2019-09-30,0.05,2,323,0,
750438,"Private room, 7 min to subway, verdant & peaceful",3945438,Lisa,,Jamaica Plain,42.30733,-71.11129,Private room,70,2,207,2021-08-17,2.29,1,10,5,STR-409264
753446,6 miles away from downtown Boston!,3962517,Sami,,Roslindale,42.28588,-71.12491,Private room,55,91,142,2019-07-27,1.94,1,262,0,STR-397984
766700,"Little Italy, Historic, Freedom Trail, TD Garden",3637081,Jason Or Jose,,North End,42.36588,-71.05422,Entire home/apt,240,1,523,2021-09-16,5.20,6,84,40,Exempt: This listing is a unit used for furnished institutional or business stays
801680,*Cool Space* BOSTONS BEST!!* Minutes to Center*,8229,Terry,,Roxbury,42.32852,-71.09539,Entire home/apt,139,3,57,2020-03-30,0.54,10,62,0,STR446651
815639,"Little Italy, Historic, Freedom Trail, TD Garden",3637081,Jason Or Jose,,North End,42.36707,-71.05496,Entire home/apt,213,1,618,2021-09-18,6.57,6,83,68,STR-445691
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly & Chris,,Downtown,42.3558,-71.06104,Entire home/apt,413,6,78,2020-03-03,1.08,2,70,0,STR-411359
826706,Private Room in Spacious Apartment3,1997048,ToRena,,Dorchester,42.29996,-71.0806,Private room,79,91,7,2015-09-02,0.08,4,364,0,
839265,Private Room in Spacious Apartment2,1997048,ToRena,,Dorchester,42.29822,-71.07621,Private room,61,91,26,2019-09-30,0.25,4,363,0,
863788,"Roof deck-city views. Walk everywhere! 2BR, 2 bath",775932,Andy & Daljit,,South End,42.34367,-71.0708,Entire home/apt,402,3,10,2021-06-07,0.10,1,1,2,STR-397937
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,,North End,42.36853,-71.05363,Entire home/apt,145,2,466,2021-09-12,4.70,1,125,52,STR-400168
894539,Private room in house,4762495,Jennifer,,Roslindale,42.2909,-71.13024,Private room,90,30,62,2021-07-20,0.96,1,261,3,STR-408484
916123,"Little Italy Historic, Freedom Trail, TD Garden",3637081,Jason Or Jose,,North End,42.36671,-71.05621,Entire home/apt,268,1,610,2021-09-17,6.16,6,76,59,STR-445691
973695,Perfect Central Location Sleeps 1-4,1760577,Claire,,Downtown,42.35929,-71.06086,Entire home/apt,257,91,60,2019-11-03,0.69,1,365,0,
989163,"The Dalton Apartment at The Upton, South End",5430185,Laura And Olivia,,South End,42.34308,-71.07316,Entire home/apt,205,1,60,2021-08-16,1.62,7,83,6,Exempt: This listing is a hotel or motel
1030500,"Cozy apartment, free parking, quiet neighborhood",5670669,Kelly,,Jamaica Plain,42.29106,-71.11594,Entire home/apt,107,29,21,2020-05-31,0.25,1,235,0,STR-425189
1038465,HANCOCK TOWER/COPLEY ROOM,85770,Robert,,South End,42.34644,-71.07481,Private room,134,29,257,2019-12-07,2.61,4,90,0,STR-410426
1042420,"Easy access to Airport, Downtown, Seaport. Fenway",5715872,Charlotte,,East Boston,42.38362,-71.02023,Entire home/apt,174,2,87,2018-10-21,0.89,1,324,0,STR-413220
1055627,Spacious 1 bdrm in Beacon Hill,4299002,Lauren,,Beacon Hill,42.36076,-71.06399,Entire home/apt,160,91,8,2018-09-09,0.08,2,0,0,
1071235,Cozy JP Studio-Great Location!,965697,Chris & Kristina,,Jamaica Plain,42.31748,-71.10819,Entire home/apt,95,2,327,2020-03-17,3.81,2,0,0,STR-409453
1077105,"Studio Apt. for Rent in South End,",5927277,J,,South End,42.34022,-71.075,Entire home/apt,176,91,0,,,1,0,0,
1109224,4 bedroom Victorian Condo unit,1531239,Lita,,Jamaica Plain,42.32051,-71.11216,Entire home/apt,448,2,78,2021-06-19,1.28,1,277,3,STR-399217
1128894,Victorian charm in the city,6103425,Steve,,Dorchester,42.30126,-71.06281,Private room,38,91,194,2019-08-11,3.15,1,291,0,
1167987,Long-term Rental: Single Room/Sh Bath/No Cooking,7969,Carolyn,,Roslindale,42.29317,-71.13016,Private room,26,91,8,2019-04-13,0.08,2,142,0,
1252489,Beacon Hill 1-Bed,6824319,Samantha,,West End,42.36176,-71.06745,Entire home/apt,207,91,65,2017-08-28,0.83,1,0,0,
1275498,"The Washington Apartment at The Upton, South End",5430185,Laura And Olivia,,South End,42.34294,-71.07304,Entire home/apt,224,1,60,2021-09-05,0.71,7,56,12,Exempt: This listing is a hotel or motel
1303261,Historic Beacon Hill,2120816,Larry,,Beacon Hill,42.3588,-71.06972,Entire home/apt,425,91,23,2018-10-25,0.24,1,358,0,
1327725,Modern 2 BR in Brighton with Parking,7205617,Mikhail,,Brighton,42.346,-71.1399,Entire home/apt,150,7,295,2021-09-02,3.95,1,161,36,STR-401646
1374434,"Authentic Boston, cozy room",255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,65,28,41,2020-03-31,0.42,5,183,0,STR-415714
1374466,"Real Boston, off the beaten track",255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,67,28,38,2019-12-31,0.52,5,180,0,STR-415714
1403408,Big Boston room,255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,75,28,19,2020-07-16,0.19,5,167,0,STR-415714
1425973,Historic brick Victorian row house,1015632,Viktoria,,South End,42.33937,-71.08026,Private room,350,2,25,2019-09-06,0.64,1,64,0,STR-446784
1445064,Bright Sunlit bedroom near Spaulding/Downtown,4724006,Rosalia,,Charlestown,42.38017,-71.06236,Private room,45,29,108,2021-08-08,2.64,1,137,3,C0149490351
1454258,Inviting Queen Anne Victorian,7799789,Bruce,,Dorchester,42.30844,-71.0464,Private room,80,29,311,2019-10-19,3.16,3,344,0,STR-415377
1510876,Room with Sleeper Sofa Bed,7799789,Bruce,,Dorchester,42.31019,-71.04829,Private room,60,29,45,2019-08-09,0.60,3,357,0,STR-415377
1541166,Beautiful Studio 15 min to Downtown,552418,Vanya,,Charlestown,42.38159,-71.07892,Entire home/apt,109,2,41,2021-07-04,0.47,1,40,2,STR-447717
1544144,Charming Historic Home in Charlestown,7353037,Nancy And Tom,,Charlestown,42.37203,-71.06165,Entire home/apt,350,3,25,2021-09-06,0.95,1,207,12,STR-398614
1545185,"Large 1 Bed, Kitchen & Bath w/ Off Street Parking",697401,Nick,,Brighton,42.3484,-71.15696,Entire home/apt,119,1,148,2021-09-05,2.03,3,205,25,STR-383211
1551205,2 bed/2 bath in the heart of Boston,8261931,Hamed,,South End,42.34145,-71.08215,Entire home/apt,415,91,43,2016-10-21,0.44,1,364,0,
1596470,3-story Luxury in Central Location,480310,Michael,,Bay Village,42.34988,-71.06918,Entire home/apt,275,29,141,2021-05-02,2.29,1,105,2,
1644031,Large Private Bedroom & Bathroom by the Seaport,79583794,Joshua,,South Boston Waterfront,42.34017,-71.04763,Private room,101,1,286,2021-09-12,4.62,1,97,26,STR-401177
1668313,Room in Rozzie-Twin Bed-Full Bath,8834105,Rebecca,,Roslindale,42.28194,-71.13337,Private room,58,29,37,2020-07-01,1.04,2,0,0,
1677807,"Sunny, welcoming 2 - bedroom condo in Boston",4192881,Julia,,Brighton,42.34923,-71.17173,Entire home/apt,100,3,47,2020-03-08,0.49,1,80,0,STR-410175
1682936,Charming 2 level Apartment,8898973,Adriana & Gianni,,Roxbury,42.32371,-71.09458,Entire home/apt,150,30,232,2020-11-28,2.62,2,332,7,Exempt: This listing is a unit used for furnished institutional or business stays
1692573,Urban oasis trendy JP 'hood - suite,8814724,Kelly,,Jamaica Plain,42.31338,-71.11719,Entire home/apt,145,2,226,2021-09-12,2.96,1,284,13,STR-447499
1721016,Quiet Sunlit Attic Studio,7723912,Fj,,Roslindale,42.28639,-71.13199,Entire home/apt,82,30,7,2016-10-24,0.12,2,341,0,
1724900,Charming sunlit house in Boston,7723912,Fj,,Roslindale,42.28291,-71.13268,Entire home/apt,160,29,44,2019-10-28,0.46,2,292,1,
1732804,king sized bed/ Private room in a spacious condo,9090219,Thomas,,Dorchester,42.29041,-71.05853,Private room,60,1,130,2021-08-31,1.52,1,313,4,STR-398497
1810172,Room for 2 in Rozzie - Full Bath,8834105,Rebecca,,Roslindale,42.28209,-71.13335,Private room,69,29,40,2021-08-03,0.46,2,286,3,
1810397,3Bed/2.5Bath Luxury Triplex South End's Union Park,9485021,Stacy,,South End,42.34279,-71.0711,Entire home/apt,890,4,43,2021-04-07,0.50,1,319,1,STR-406406
1815326,Back Bay Elegance in Brighton,9508341,Phyllis,,Brighton,42.35509,-71.16242,Private room,99,29,302,2020-03-07,3.46,1,319,0,STR-405968
1819994,"RIVERVIEWS-Walk Everywhere! Central, Safe LOCATION",9529655,Suzanne,,Fenway,42.34947,-71.09265,Entire home/apt,265,91,2,2015-10-18,0.05,3,362,0,
1821633,Queen Size Four Poster Bed,7799789,Bruce,,Dorchester,42.30958,-71.04792,Private room,100,29,211,2020-03-07,2.80,3,365,0,STR-415377
1881298,Private Apartment- Minutes from T!,1920539,Caitlin & Dan,,Jamaica Plain,42.30026,-71.11181,Entire home/apt,148,1,572,2021-09-03,6.42,1,230,50,STR-396736
1886037,Beautiful Penthouse in Beacon Hill,1587128,Daniel,,Beacon Hill,42.36056,-71.07141,Entire home/apt,239,91,1,2015-07-24,0.01,1,0,0,
1956275,"Beautiful 3 bd- 1.5 bath with parking, in Boston.",9622924,Emmanuel,,Jamaica Plain,42.30829,-71.12399,Entire home/apt,1299,91,105,2019-05-20,1.21,1,0,0,
2000797,"Sea view,balcony,15min by metro to center,safe st",9898255,Jessica,,Dorchester,42.31502,-71.06115,Private room,140,2,146,2021-09-06,1.87,4,355,3,STR-443035
2014651,One Private Bedroom in J.P.,2155838,Molly,,Jamaica Plain,42.30711,-71.10582,Private room,120,91,38,2019-09-02,0.49,1,365,0,
2014882,1 bedroom and private bathroom,1521296,Yossi,,Brighton,42.34245,-71.15758,Private room,68,3,225,2021-09-07,2.57,1,4,1,STR-415415
2021483,Spacious Updated 2 Bed Boston Condo w/ Deck,10197317,Shannon,,South Boston,42.33535,-71.04741,Entire home/apt,650,1,8,2020-03-01,0.13,3,3,0,STR-383155
2021489,Spacious Updated Boston Room/Condo,10197317,Shannon,,South Boston,42.33323,-71.04933,Private room,220,1,85,2019-09-15,2.23,3,264,0,STR-383155
2108738,Back Bay Studio,10750832,Tom,,Back Bay,42.35046,-71.08894,Entire home/apt,70,91,34,2016-08-12,0.38,1,0,0,
2126053,"Studio, w kitchenette, in owner's Beacon Hill home",10844648,Janet,,Beacon Hill,42.35672,-71.07147,Entire home/apt,165,29,109,2021-08-30,1.31,1,215,4,STR-395757
2141306,Modern 2Bd1BA in Downtown Boston,5355690,Kyle,,Downtown,42.35447,-71.06011,Entire home/apt,300,91,7,2017-06-18,0.08,1,0,0,
2183058,Historic Boston North End Condo,11132080,Cindy & Mark,,North End,42.36429,-71.05452,Entire home/apt,195,91,169,2019-12-16,1.99,1,273,0,
2183117,I bdrm in Boston/Allston/Brookline,11132354,Alla,,Allston,42.35159,-71.13347,Entire home/apt,95,50,48,2019-08-30,0.86,1,68,0,
2215762,"The Clare Suite at The Upton, South End",5430185,Laura And Olivia,,South End,42.34303,-71.07305,Entire home/apt,198,3,40,2021-09-12,0.87,7,20,11,Exempt: This listing is a hotel or motel
2262752,"Spacious, Comfortable and Cozy",11554621,Gretjen,,Jamaica Plain,42.3042,-71.10508,Private room,161,31,8,2014-06-12,0.09,2,353,0,
2292495,furnished 1 bed apartment copley #5,9653086,Glenn,,South End,42.34125,-71.07604,Entire home/apt,100,33,73,2021-05-31,1.23,6,341,4,
2372987,Modern South End Pied a Terre | 1BR 1BA,814298,Thatch,,Roxbury,42.33612,-71.07754,Entire home/apt,200,28,88,2020-03-29,1.01,65,127,0,STR-416007
2378421,Light-filled Private Suite on Beautiful Street,12150111,A And L,,Jamaica Plain,42.31144,-71.11864,Entire home/apt,148,2,142,2021-09-16,1.70,3,99,12,STR-413453
2395326,* Brownstone Classic South End,12230539,Tim,,South End,42.34568,-71.07169,Entire home/apt,119,29,409,2020-09-20,5.69,1,0,1,STR-416118
2402963,1 BR Condo in a PRIME location with FULL amenities,12281296,Patrick,,South End,42.34361,-71.06353,Entire home/apt,139,91,0,,,1,241,0,
2410846,Sunny Beacon Hill summer rental,3137257,Elyne,,Downtown,42.35777,-71.06218,Entire home/apt,100,91,36,2020-11-25,0.41,2,126,1,
2444202,Beacon Hill apartment - 1 bedroom + office,51637,Susan,,Beacon Hill,42.3596,-71.06555,Entire home/apt,65,91,0,,,2,0,0,
2495047,"The Tremont Apartment at The Upton, South End",5430185,Laura And Olivia,,South End,42.34309,-71.07316,Entire home/apt,197,2,36,2021-08-22,0.63,7,16,7,Exempt: This listing is a hotel or motel
2526773,Charming comfort 1 BR / Studio,12165186,Masha,,Brighton,42.3438,-71.1563,Entire home/apt,52,91,16,2021-07-03,0.19,2,142,2,
2658094,"Beautiful Boston North End spacious Light 2Bd, 1BA-2D",5578043,Dror,,North End,42.36597,-71.05271,Entire home/apt,161,31,145,2020-11-09,1.89,4,341,1,
2672058,"Modern loft, walk to subway",13565868,Christie,,Allston,42.35322,-71.13227,Private room,85,91,12,2016-05-29,0.13,1,0,0,
2701124,Charlesview Suites Back Bay,13822322,Varouj,,Fenway,42.34479,-71.08658,Entire home/apt,280,29,78,2020-10-17,1.01,1,365,1,STR-416239
2723274,Lofty Modern 2BD Apt 800 sq ft,8790904,Albert,,Bay Village,42.34868,-71.07043,Entire home/apt,200,29,26,2019-10-27,0.29,1,0,0,STR-398102
2737853,South End Chic,14008862,Mariel,,South End,42.34322,-71.07211,Entire home/apt,160,91,5,2015-04-13,0.07,1,0,0,
2754975,Perfect Location to Explore Boston,6885890,Jonathan,,Beacon Hill,42.35757,-71.06366,Entire home/apt,150,365,100,2018-10-10,1.68,1,18,0,
2843445,"""Tranquility"" on ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.28278,-71.13878,Private room,85,91,75,2017-12-31,0.86,2,365,0,STR-398654
2846739,SECOND FLOOR PARLOR ROOM,85770,Robert,,South End,42.34623,-71.07364,Private room,140,29,177,2019-10-31,2.03,4,90,0,STR-410426
2886933,BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!,13776857,Katy,,Hyde Park,42.26118,-71.11989,Entire home/apt,249,2,96,2021-09-06,1.11,1,0,3,STR-429200
2892825,Luxury Sunny Hill Garden Townhouse Suite 1,14785487,Aihua,,Roxbury,42.31018,-71.08543,Entire home/apt,450,28,14,2019-08-31,0.23,5,365,0,300192297
2963419,Garden Oasis #1,15123694,Lucia,,Jamaica Plain,42.31804,-71.11687,Private room,95,91,27,2019-05-25,0.31,1,0,0,
3164650,2bd APT 20min from Downtown Boston,16052189,Jonathan,,Hyde Park,42.23533,-71.13256,Entire home/apt,89,91,33,2021-03-02,1.27,4,61,1,
3193484,Very Short Walk to the Red Line!,16186589,Marie,,Dorchester,42.28819,-71.06921,Private room,40,30,7,2019-09-15,0.10,26,275,0,
3229255,1bd Boston apt - Convenient & quiet,16343599,Ella & Will,,Roslindale,42.28703,-71.13354,Entire home/apt,125,6,119,2021-07-24,1.49,1,44,2,STR-399016
3294152,"Garden Suite near subway, beach",9898255,Jessica,,Dorchester,42.31503,-71.06214,Entire home/apt,123,2,206,2021-08-15,2.37,4,294,4,STR-443035
3302294,Back Bay Quiet Renovated Studio Apt,1369968,Christopher,,Back Bay,42.35258,-71.0826,Entire home/apt,175,29,252,2019-06-30,2.95,2,138,0,
3325306,Quiet Southie 2bd Near the Beach and Broadway,10849730,Kara,,South Boston,42.33489,-71.03295,Entire home/apt,65,28,23,2021-03-08,0.26,1,0,2,STR-413417
3342094,Treetop Paradise by Jamaica Pond,1922657,Catherine,,Jamaica Plain,42.31737,-71.11486,Entire home/apt,139,91,15,2017-05-24,0.18,3,323,0,
3343428,Brownstone Bedroom Park & Garden Views by LMA & T,11228809,Jonathan,,Roxbury,42.32953,-71.09275,Private room,109,2,244,2021-09-04,3.94,6,48,8,STR-443395
3344322,"Eagle Sea view,15min metro ride to center,safe st!",9898255,Jessica,,Dorchester,42.31322,-71.0617,Private room,70,2,96,2021-09-10,1.52,4,344,3,STR-443035
3414993,Gorgeous Condo w Huge Patio Back Bay Boston Common,7849580,Ann-Marie,,Downtown,42.35204,-71.06665,Entire home/apt,350,91,0,,,1,0,0,
3441982,New Stylish Modern Studio,13819661,Jen,,Roxbury,42.31943,-71.09432,Entire home/apt,110,28,119,2020-06-30,3.31,1,89,0,STR-396299
3457722,"Sunlit w/ huge kitchen, parking & easy to downtown",6209951,Jeff And Rachel,,Brighton,42.35457,-71.15949,Entire home/apt,210,3,49,2021-07-10,0.68,1,0,1,str-396130
3463914,4th of July Dream Spot!,17452489,Nathaniel,,Back Bay,42.35049,-71.08826,Entire home/apt,248,91,27,2016-07-17,0.43,1,0,0,
3493840,"Beautiful, Comfortable and Cozy",11554621,Gretjen,,Jamaica Plain,42.305,-71.10719,Private room,98,31,7,2020-03-15,0.08,2,322,0,
3520353,Luxury Beacon Hill Apartment 1-BR,6508758,Xerxes,,Beacon Hill,42.35884,-71.06332,Entire home/apt,288,91,252,2021-07-11,2.99,1,271,1,
3521944,"Beautiful, Quiet, and Safe!",17735272,David,,West Roxbury,42.29516,-71.15724,Entire home/apt,119,91,4,2014-09-06,0.05,1,0,0,
3539510,The Roseclair w/Central AC! | 3BR 1BA w/En-Suite HdTV's | 2nd Floor near UMass Boston Redline T station!,71783,Lance,,Dorchester,42.32213,-71.06094,Entire home/apt,119,30,31,2019-06-13,0.37,27,190,0,
3544343,Beacon Hill!! Feet Fom State House,17843002,Christian,,Downtown,42.35844,-71.06153,Entire home/apt,100,91,0,,,1,0,0,
3575220,The Artist room in beautiful villa.,13226301,Mohamed,,Roslindale,42.28028,-71.13587,Private room,50,2,31,2021-06-22,0.37,2,261,8,STR-398232
3602379,"Modern, Spacious 1BR for 4 - Easy Marathon Access!",18150109,Alex,,Roxbury,42.32909,-71.09457,Entire home/apt,169,91,254,2019-11-16,3.35,4,356,0,
3656168,Parking Close 2 Downtown Renovated,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,38,150,6,2015-08-29,0.08,31,365,0,
3664031,2 bedroom condo in Downtown Boston,2006852,Jay,,North End,42.36381,-71.0516,Entire home/apt,180,91,50,2017-05-21,0.93,7,113,0,
3705824,Small Rm +walk-in closet Easy to Longwood/Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,33,150,0,,,31,365,0,
3749523,Grand Colonial in Historic Boston.,3842205,Nicolo,,Charlestown,42.37191,-71.06333,Entire home/apt,256,32,277,2020-11-25,3.30,1,210,2,
3874798,2 Bedroom Modern City Condo,19992621,Marci,,South Boston,42.33504,-71.05171,Entire home/apt,450,4,6,2014-10-11,0.07,1,79,0,STR-457705
3890373,Beacon Hill Fabulous One Bedroom Apartment,19357187,Paul,,Beacon Hill,42.35764,-71.0657,Entire home/apt,125,29,240,2021-09-01,2.98,1,149,3,
3957602,The Hedges: Sunny urban garden home with breakfast,2127414,Katharine (Kit) And Scott,,Jamaica Plain,42.31016,-71.10582,Private room,94,29,128,2020-03-21,1.75,1,16,0,STR-399287
3965313,Minutes to Boston-Near Beach 69-1,20551003,May,,East Boston,42.38679,-71.00302,Private room,42,91,91,2019-11-11,1.66,1,90,0,
3969526,"Sensational South End- 2BR, no stairs, Location!",5408229,Liesl,,South End,42.33763,-71.07395,Entire home/apt,150,29,345,2020-05-04,4.37,1,92,1,
4000384,Sunlit room with private bath,10910804,Evelyn,,Jamaica Plain,42.31633,-71.0991,Private room,90,29,181,2020-03-01,2.43,1,49,0,STR-414873
